J42;68062;0;72279;1;0.061948;
J86;68050;0;73583;1;0.081301;
J87;68052;0;75264;1;0.105968;
J88;68050;0;74982;1;0.101852;
J110;3354;0;3695;1;0.101559;
J114;3356;0;3832;1;0.14165;
J130;5580;0;6130;1;0.098455;
J150;3357;0;3720;1;0.107908;
J154;3363;0;3742;1;0.112463;
J159;5581;0;6390;1;0.144826;
J213;3358;0;3528;1;0.05042;
J214;3356;0;3720;1;0.108205;
J227;3366;0;3815;1;0.13318;
J239;23581;0;25477;1;0.080372;
J257;14129;0;14949;1;0.057994;
J258;14130;0;15336;1;0.085316;
J262;14124;0;15213;1;0.077067;
J263;14124;0;15447;1;0.093649;
J264;14123;0;15799;1;0.118633;
J265;14121;0;15102;1;0.06945;
J270;79113;0;89043;1;0.125509;
J298;22022;0;25028;1;0.136465;
J310;14124;0;15640;1;0.10727;
J318;67971;0;74243;1;0.092272;
J319;68001;0;73822;1;0.085599;
J333;10964;0;11459;1;0.045073;
J358;10849;0;12112;1;0.116329;
J380;5807;0;6798;1;0.170651;
J395;841;0;950;1;0.128589;
J412;68005;0;76159;1;0.119894;
J413;67952;0;72336;1;0.064504;
J414;67513;0;71723;1;0.062357;
J415;68000;0;76430;1;0.123962;
J472;777;0;973;1;0.251099;
J473;776;0;863;1;0.112014;
J520;37775;0;40255;1;0.06563;
J534;54168;0;59567;1;0.099667;
J603;21364;0;23137;1;0.082968;
J605;41649;0;45632;1;0.095627;
J614;15170;0;15748;1;0.038051;
J622;13644;0;15269;1;0.119081;
J630;41642;0;46510;1;0.116901;
J649;74987;0;79342;1;0.058075;
J665;49524;0;55013;1;0.110829;
J668;49516;0;53942;1;0.089371;
J681;7954;0;8585;1;0.079236;
J689;5913;0;6815;1;0.152463;
J711;75532;0;84659;1;0.120826;
J790;54939;0;57511;1;0.046802;
J799;54939;0;60863;1;0.107825;
J868;75500;0;94448;1;0.250965;
J889;7957;0;8495;1;0.067611;
J922;4174;0;4551;1;0.090187;
J1007;15631;0;16934;1;0.083358;
J1010;76620;0;85054;1;0.110066;
J1072;31551;0;33762;1;0.070076;
J1082;38795;0;41166;1;0.061108;
J1085;38792;0;47009;1;0.21181;
J1111;76626;0;84028;1;0.096595;
J1113;34583;0;37593;1;0.087036;
J1136;63032;0;71670;1;0.137027;
J1137;76621;0;79416;1;0.03647;
J1211;10163;0;11622;1;0.143557;
J1222;37153;0;39085;1;0.051982;
J1223;37196;0;39611;1;0.064924;
J1247;75551;0;96502;1;0.277301;
J1279;34590;0;38386;1;0.109717;
J1426;14124;0;15510;1;0.098129;
J1427;14125;0;14893;1;0.054341;
J1534;14123;0;15304;1;0.083611;
J1550;68008;0;71584;1;0.05258;
J1552;11254;0;11943;1;0.061178;
J1612;2910;0;3379;1;0.161138;
J1655;29947;0;32062;1;0.070595;
J1656;16593;0;17873;1;0.077133;
J1657;29942;0;33698;1;0.125417;
J1658;16593;0;20991;1;0.265034;
J1659;16595;0;18204;1;0.096934;
J1666;16594;0;18940;1;0.14137;
J1668;16596;0;19013;1;0.145603;
J1671;16595;0;18455;1;0.112056;
J1689;56743;0;63792;1;0.124217;
J1739;68242;0;85032;1;0.246031;
J1740;41637;0;47968;1;0.152048;
J1741;14125;0;15230;1;0.078166;
J1743;41639;0;47289;1;0.13569;
J1770;5931;0;6352;1;0.070915;
