J218559;504;0;745;1;0.479963;
J218561;535;4;853;1;0.588003;
J218562;315;6;497;1;0.559751;
J218563;403;8;684;1;0.67968;
J218564;586;9;968;1;0.63659;
J218567;496;15;623;1;0.226698;
J218569;562;16;876;1;0.530486;
J218571;582;25;854;1;0.425393;
J218572;396;26;708;1;0.722511;
J218574;517;28;786;1;0.467506;
J218575;1279;36;1767;1;0.353504;
J218576;664;37;1111;1;0.618233;
J218577;570;39;959;1;0.615632;
J218578;229;46;375;1;0.438571;
J218580;95;55;256;1;1.118676;
J218584;338;60;525;1;0.376382;
J218586;316;64;516;1;0.432492;
J218588;161;75;288;1;0.324975;
J218589;162;77;277;2;0.236939;
J218590;94;79;201;27;0.303543;
J218591;134;80;290;1;0.568234;
J218593;155;93;295;1;0.303364;
J218594;85975;100;162064;1;0.88386;
J218596;86273;102;126568;1;0.465887;
J218597;7479;107;12727;1;0.68752;
J218598;7453;108;10819;1;0.437163;
J218599;494;111;830;1;0.456269;
J218600;86161;118;141424;1;0.640034;
J218601;85336;118;116997;1;0.369637;
J218604;7469;127;11926;2;0.579769;
J218606;146;150;365;1;0.478032;
J218607;176;155;414;14;0.473504;
J218609;134;156;398;2;0.810229;
J218610;134;162;375;1;0.595863;
J218613;115;179;347;28;0.464115;
J218614;145;179;385;2;0.421948;
J218615;103;189;350;1;0.564033;
J218616;430;203;755;20;0.284895;
J218617;145;209;425;2;0.491043;
J218618;134;221;405;1;0.380137;
J218620;1099;233;1797;1;0.423983;
J218623;406;236;869;1;0.559477;
J218628;735;254;1391;1;0.546939;
J218629;741;254;1455;14;0.62123;
J218630;478;291;1060;1;0.61059;
J218632;282;293;735;1;0.567794;
J218634;98;301;425;1;0.266662;
J218638;264;311;683;1;0.409461;
J218640;263;312;716;1;0.537934;
J218641;263;312;756;3;0.689608;
J218642;263;312;650;2;0.287257;
J218643;254;321;803;9;0.899305;
J218644;253;322;612;1;0.147953;
J218645;253;322;787;1;0.840236;
J218646;249;326;631;3;0.228906;
J218648;238;382;768;1;0.623116;
J218649;153;385;624;1;0.563037;
J218653;2179;387;3368;1;0.368412;
J218655;188;387;679;1;0.556695;
J218656;1009;389;1776;1;0.374931;
J218657;286;390;828;25;0.534916;
J218658;184;391;637;1;0.339847;
J218660;321;392;800;1;0.271755;
J218661;615;392;1582;1;0.935189;
J218662;146;392;591;2;0.3677;
J218664;284;393;858;1;0.638441;
J218665;182;393;658;2;0.459766;
J218667;332;395;823;1;0.289939;
J218668;741;417;1357;1;0.269093;
J218669;903;418;1637;1;0.350924;
J218673;2201;423;3478;1;0.388431;
J218675;1616;445;2988;1;0.574135;
J218677;521;457;1173;1;0.375539;
J218678;3204;460;4416;1;0.234707;
J218680;492;474;1069;18;0.209403;
J218682;1553;478;2592;1;0.361272;
J218683;897;482;2188;1;0.902129;
J218684;818;484;1565;1;0.321823;
J218685;498;484;1253;2;0.545324;
J218686;498;484;1366;1;0.771839;
