J523693;131;0;149;1;0.140462;
J523694;269;5;318;1;0.16559;
J523695;192;7;243;9;0.231493;
J523696;142;9;179;1;0.197593;
J523697;504;12;568;14;0.103268;
J523698;223;13;298;8;0.280009;
J523699;128;13;161;1;0.163138;
J523701;92;14;119;1;0.149365;
J523702;259;15;318;2;0.1735;
J523703;853;16;943;1;0.087018;
J523704;128;16;178;1;0.272536;
J523705;111;16;148;1;0.198124;
J523706;182;16;226;1;0.15573;
J523707;218;18;272;1;0.169299;
J523709;286;19;337;1;0.115103;
J523710;134;19;179;1;0.201081;
J523713;97;27;147;8;0.245335;
J523714;5175;27;6716;1;0.292635;
J523715;508;29;590;1;0.105039;
J523716;613;30;733;1;0.147559;
J523717;409;35;549;1;0.258833;
J523719;130;38;187;1;0.147852;
J523720;93;38;163;3;0.350595;
J523721;622;39;778;2;0.189425;
J523722;121;39;189;1;0.241722;
J523723;621;40;867;1;0.332327;
J523724;92;41;146;1;0.14228;
J523727;249;48;331;1;0.138258;
J523728;64;48;127;1;0.2495;
J523729;66;49;130;1;0.235499;
J523732;247;53;332;2;0.132945;
J523733;868;54;1230;1;0.355813;
J523734;146;55;232;1;0.217401;
J523735;214;57;353;8;0.386774;
J523736;64;62;144;1;0.293;
J523738;1262;64;1472;1;0.115792;
J523740;93;66;175;19;0.174245;
J523741;134;67;223;2;0.170694;
J523742;169;67;264;1;0.168618;
J523743;265;67;360;1;0.108144;
J523744;85;68;173;1;0.243098;
J523745;63;68;140;1;0.148613;
J523746;63;68;148;1;0.272383;
J523747;1273;69;1604;1;0.206018;
J523748;79;69;152;1;0.060423;
J523749;79;69;172;1;0.304863;
J523750;819;72;1040;1;0.183046;
J523753;62;78;148;1;0.134456;
J523754;62;78;151;1;0.185236;
J523755;287;81;435;1;0.234353;
J523756;76;82;170;1;0.158671;
J523757;126;83;241;1;0.255325;
J523758;310;83;474;2;0.264355;
J523759;305;83;488;1;0.329652;
J523760;238;85;379;1;0.239373;
J523761;238;86;349;12;0.108711;
J523762;101;86;208;8;0.217434;
J523763;450;86;626;1;0.200852;
J523764;66;87;159;6;0.099549;
J523766;117;89;221;2;0.132665;
J523767;3362;89;4819;9;0.407095;
J523768;257;90;396;1;0.193407;
J523769;280;90;418;1;0.173951;
J523770;74;91;185;1;0.275779;
J523771;247;91;362;1;0.100647;
J523772;278;92;396;2;0.094593;
J523773;5080;92;6695;1;0.299842;
J523774;251;93;379;2;0.140384;
J523775;135;101;256;1;0.148817;
J523776;259;101;415;2;0.213014;
J523777;119;101;244;2;0.20839;
J523778;5111;102;6621;1;0.275574;
J523779;1853;104;2153;1;0.106083;
J523780;929;105;1219;1;0.199361;
J523781;957;113;1276;1;0.216052;
J523782;122;114;264;1;0.23481;
J523783;126;114;267;1;0.216273;
J523785;100;116;249;22;0.332141;
J523786;118;118;260;14;0.208021;
