J218559;504;0;710;1;0.409222;
J218561;535;4;716;1;0.331106;
J218562;315;6;390;1;0.220486;
J218563;403;8;477;1;0.164009;
J218564;586;9;840;1;0.419227;
J218567;496;15;676;1;0.334346;
J218569;562;16;943;1;0.650561;
J218571;582;25;832;1;0.387556;
J218572;396;26;668;1;0.623031;
J218574;517;28;952;1;0.788516;
J218575;1279;36;1966;1;0.509582;
J218576;664;37;1199;1;0.750809;
J218577;570;39;751;1;0.249257;
J218578;229;46;357;1;0.361209;
J218580;95;55;198;1;0.513788;
J218584;338;60;658;1;0.770528;
J218586;316;64;545;1;0.525012;
J218588;161;75;369;1;0.829976;
J218589;162;77;290;2;0.320828;
J218590;94;79;201;27;0.300044;
J218591;134;80;246;1;0.242846;
J218593;155;93;372;1;0.800028;
J218594;85975;100;117602;1;0.366702;
J218596;86273;102;120638;1;0.397155;
J218597;7479;107;9205;1;0.216556;
J218598;7453;108;8761;1;0.161012;
J218599;494;111;783;1;0.361162;
J218600;86161;118;113320;1;0.313854;
J218601;85336;118;150474;1;0.761941;
J218604;7469;127;9603;2;0.268713;
J218606;146;150;334;1;0.266642;
J218607;176;155;416;14;0.488435;
J218609;134;156;412;2;0.914194;
J218610;134;162;347;1;0.381681;
J218613;115;179;402;28;0.947038;
J218614;145;179;380;2;0.390232;
J218615;103;189;349;1;0.560972;
J218616;430;203;927;20;0.685177;
J218617;145;209;389;2;0.24334;
J218618;134;221;446;1;0.684176;
J218620;1099;233;1619;1;0.261281;
J218623;406;236;814;1;0.425947;
J218628;735;254;1258;1;0.36664;
J218629;741;254;1781;14;1.061648;
J218630;478;291;932;1;0.341026;
J218632;282;293;688;1;0.402997;
J218634;98;301;445;1;0.471998;
J218638;264;311;639;1;0.242496;
J218640;263;312;684;1;0.418099;
J218641;263;312;778;3;0.772118;
J218642;263;312;681;2;0.40636;
J218643;254;321;643;9;0.270948;
J218644;253;322;696;1;0.47968;
J218645;253;322;764;1;0.749967;
J218646;249;326;716;3;0.568858;
J218648;238;382;780;1;0.675618;
J218649;153;385;678;1;0.916164;
J218653;2179;387;4342;1;0.815226;
J218655;188;387;704;1;0.689351;
J218656;1009;389;1571;1;0.171852;
J218657;286;390;780;25;0.367082;
J218658;184;391;678;1;0.564506;
J218660;321;392;910;1;0.616324;
J218661;615;392;1266;1;0.421918;
J218662;146;392;648;2;0.754647;
J218664;284;393;829;1;0.536551;
J218665;182;393;677;2;0.562622;
J218667;332;395;899;1;0.520505;
J218668;741;417;1801;1;0.868541;
J218669;903;418;1581;1;0.288798;
J218673;2201;423;3709;1;0.493338;
J218675;1616;445;2401;1;0.21089;
J218677;521;457;1456;1;0.918343;
J218678;3204;460;4782;1;0.34904;
J218680;492;474;1251;18;0.579283;
J218682;1553;478;3669;1;1.055006;
J218683;897;482;1848;1;0.523602;
J218684;818;484;1879;1;0.706313;
J218685;498;484;1141;2;0.320322;
J218686;498;484;1116;1;0.270973;
J218688;835;484;1850;2;0.636962;
J218689;404;485;1123;1;0.581386;
J218691;260;496;875;1;0.460589;
