J194664;328;2;451;1;0.370224;
J194667;397;3;527;1;0.31999;
J194672;700;5;1125;1;0.601361;
J194675;78;8;125;1;0.500485;
J194680;1794;14;3067;1;0.70196;
J194694;98;29;180;1;0.549133;
J194699;64;30;134;1;0.638983;
J194705;88;31;150;1;0.361162;
J194706;847;34;1223;1;0.404019;
J194707;3583;34;7489;1;1.080758;
J194708;544;34;1018;1;0.810163;
J194710;314;35;634;1;0.909189;
J194714;494;37;845;1;0.636268;
J194727;487;51;637;1;0.203761;
J194729;188;52;300;1;0.322497;
J194731;172;54;323;1;0.564555;
J194735;463;55;721;1;0.439107;
J194738;149;56;244;1;0.265741;
J194739;60822;56;93864;1;0.542345;
J194742;2620;58;3517;1;0.320239;
J194748;60813;65;90735;1;0.490975;
J194749;60813;65;102540;1;0.685086;
J194750;60512;66;93959;1;0.551653;
J194751;60512;66;92029;1;0.519752;
J194752;258;67;454;1;0.501009;
J194757;83;73;176;1;0.243564;
J194758;277;74;471;1;0.433513;
J194780;794;96;1301;1;0.517872;
J194781;113;96;243;1;0.308908;
J194791;86270;108;130915;1;0.516255;
J194792;86139;109;139920;1;0.62309;
J194794;750;110;1367;1;0.676367;
J194802;189;119;341;1;0.179768;
J194804;86003;119;106547;1;0.237495;
J194805;85959;120;118927;1;0.382145;
J194819;948;142;1718;1;0.662703;
J194822;2533;156;3935;1;0.492096;
J194824;739;157;1210;1;0.424981;
J194825;74;159;258;1;0.341103;
J194826;88;166;267;1;0.15857;
J194827;68;167;284;1;0.723462;
J194829;280;182;572;1;0.394999;
J194830;301;183;627;1;0.476279;
J194831;227;187;540;1;0.555505;
J194833;2485;209;4070;1;0.554105;
J194835;2463;215;3229;1;0.223733;
J194836;685;222;1125;1;0.319673;
J194837;223;235;513;1;0.247608;
J194838;639;239;1322;1;0.695676;
J194839;276;241;662;1;0.52622;
J194840;2432;255;4574;1;0.775923;
J194842;291;261;721;1;0.582838;
J194843;535;263;960;1;0.304097;
J194846;153;269;473;1;0.334023;
J194847;121;276;470;1;0.603534;
J194848;11700;278;21605;1;0.822869;
J194849;11700;278;17640;1;0.484005;
J194857;151;331;576;1;0.623111;
J194858;2339;339;4626;1;0.83305;
J194862;1397;402;2360;1;0.40225;
J194863;3956;407;6892;1;0.63937;
J194864;238;420;927;1;1.131295;
J194867;247;439;788;1;0.415347;
J194873;411;486;1185;1;0.701179;
J194874;2305;489;3448;1;0.283878;
J194875;389;489;1098;1;0.567501;
J194876;1235;491;2367;1;0.519033;
J194877;1262;491;2256;1;0.399118;
J194878;294;491;938;1;0.522695;
J194880;385;493;1024;1;0.381533;
J194881;2189;494;3600;1;0.418932;
J194883;369;509;1091;1;0.578762;
J194884;71;513;615;1;0.444997;
J194885;281;515;894;1;0.349111;
J194886;362;531;1114;1;0.612786;
J194888;638;546;1378;1;0.3052;
J194889;310;548;1041;1;0.592556;
J194890;767;552;1896;1;0.752873;
J194891;3905;555;6227;1;0.452558;
J194892;314;568;1045;1;0.519522;
J194893;278;578;978;1;0.438979;
J194894;11700;578;20673;1;0.717549;
J194895;11700;578;16753;1;0.382544;
J194896;11400;578;17361;1;0.472259;
J194897;11400;578;16879;1;0.429999;
J194898;11400;578;24615;1;1.108581;
J194899;11700;578;21449;1;0.783886;
J194902;898;580;2229;1;0.837003;
J194904;2078;583;3712;1;0.506123;
J194906;2183;585;3923;1;0.529385;
J194909;291;587;941;1;0.219067;
J194910;316;593;1021;1;0.355096;
J194911;601;594;1433;1;0.396672;
J194914;208;595;945;1;0.684551;
J194918;311;600;1018;1;0.344585;
J194920;325;606;1063;1;0.408227;
J194922;110;609;766;1;0.434071;
J194929;828;657;1954;1;0.566604;
J194930;795;659;1624;1;0.214736;
J194931;45906;664;87412;1;0.889705;
J194935;445;683;1271;1;0.321834;
J194937;326;686;1173;1;0.494654;
J194938;169;709;1061;1;1.08873;
J194939;100;714;860;1;0.468487;
J194940;141;715;937;1;0.579496;
J194941;5058;719;6950;1;0.232009;
J194946;5065;734;7269;1;0.290404;
J194947;5070;735;8747;1;0.58047;
J194950;339;760;1296;1;0.581619;
J194951;354;771;1276;1;0.428987;
J194952;103;775;907;1;0.283199;
J194955;748;795;1720;1;0.237919;
J194956;293;800;1169;1;0.260763;
J194957;315;801;1204;1;0.279997;
J194960;3619;820;6418;1;0.546883;
J194962;412;858;1418;1;0.359823;
J194964;1781;898;3284;1;0.340129;
J194966;1777;901;3869;1;0.670656;
J194967;64;906;997;1;0.430761;
J194968;867;911;2277;1;0.57568;
J194969;88;915;1045;1;0.483766;
J194970;87;917;1032;1;0.322046;
J194972;511;923;1758;1;0.635742;
J194973;890;927;2345;1;0.594149;
J194974;482;929;1641;1;0.478773;
J194976;1749;936;4516;1;1.046925;
J194979;240;944;1297;1;0.474078;
J194980;1729;949;3101;1;0.244885;
J194981;836;963;2071;1;0.326189;
J194984;102;972;1110;1;0.362533;
J194985;848;977;2394;1;0.671294;
J194988;510;1011;1829;1;0.605184;
J194989;440;1011;1819;1;0.836379;
J194990;472;1011;1621;1;0.292415;
J194992;388;1022;1783;1;0.962165;
J194993;408;1024;1649;1;0.531971;
J195002;401;1058;1854;1;0.987394;
J195003;444;1059;1748;1;0.551851;
J195004;369;1062;1566;1;0.366884;
J195007;415;1063;1814;1;0.811562;
J195008;522;1068;1818;1;0.437055;
J195009;430;1071;1599;1;0.228101;
J195010;460;1071;1798;1;0.581357;
J195012;3334;1087;5407;1;0.295741;
J195013;10582;1096;14842;1;0.299011;
J195014;10562;1116;17171;1;0.520075;
J195019;9461;1128;14839;1;0.449298;
J195020;260;1129;1506;1;0.45225;
J195022;68;1137;1234;1;0.437413;
J195023;279;1138;1631;1;0.768166;
J195024;318;1160;1565;1;0.276528;
J195026;3248;1175;5658;1;0.380456;
J195027;900;1178;3014;1;1.041019;
J195028;3218;1178;6594;1;0.683142;
J195033;377;1199;1803;1;0.602457;
